id;google_id;json_volume;previewlink;title;author_id;author_name;publisher;publisherdate;description;categories;pages;rating;language;image
357;mna5CFphX6gC;https://www.googleapis.com/books/v1/volumes/mna5CFphX6gC;http://books.google.com/books?id=mna5CFphX6gC&printsec=frontcover&dq=John+Milton&hl=&cd=5&source=gbs_api;John Milton;221;Gordon Campbell;OUP Oxford;2008-10-23;This book re-examines scrupulously the writings and the life records of John Milton, in the context of a proper understanding of the recent developments in seventeenth-century historiography. Milton's thought has often been too simply described. The approach here is to interrogate more sceptically notions like puritanism, republicanism, radicalism, and dissent. A more complex story emerges, of Milton's culturally rich but ideologically conformist early decades, and of his radicalisation during the later years of Laudianism. We track the internal dynamics of English puritanism in the 1640s and the impact that has on his own convictions. In the 1650s Milton's thought and beliefs were reconciled to the role as public servant. In the 1660s a renewed confidence carried him towards the completion of his greatest project, Paradise Lost, and his final years were ones of creative fulfilment and renewed political engagement. Amid the discontinuities occasioned by shifting political circumstance, by the exigencies of polemical context, and the diversity of genres in which he wrote, Milton emerged as a major political thinker and significant systematic theologian, as well as the most eloquent prose writer and most accomplished poet of the age. A more human Milton appears in these pages, flawed, self-contractory, self-serving, arrogant, passionate, ruthless, ambitious, and cunning, as well as the literary genius who achieved so much.;"{""Literary Criticism""}";512;4.5;en;http://books.google.com/books/content?id=mna5CFphX6gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
358;Kc28ocJWCSMC;https://www.googleapis.com/books/v1/volumes/Kc28ocJWCSMC;http://books.google.com/books?id=Kc28ocJWCSMC&printsec=frontcover&dq=John+Milton&hl=&cd=6&source=gbs_api;Complete Poems and Major Prose;219;John Milton;Hackett Publishing;1957;First published by Odyssey Press in 1957, this classic edition provides Milton's poetry and major prose works, richly annotated, in a sturdy and affordable clothbound volume.;{Poetry};1059;4.5;en;http://books.google.com/books/content?id=Kc28ocJWCSMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
359;9Z14WSJpol4C;https://www.googleapis.com/books/v1/volumes/9Z14WSJpol4C;http://books.google.com/books?id=9Z14WSJpol4C&printsec=frontcover&dq=John+Milton&hl=&cd=7&source=gbs_api;Selected Prose;219;John Milton;University of Missouri Press;1985;Although John Milton is best known for his poems such as Paradise Lost, his prose works, including Areopagitica, The Tenure of Kings, and The Doctrine and Discipline of Divorce, are important in their own right. In this selection of Milton's prose, C.A. Patrides presents the best possible texts of complete works in a format designed to enable students to understand Milton the thinker as well as to judge for themselves the achievements of Milton the artist in prose. First published in 1974, C.A. Patrides 's edition of Milton's prose has proved invaluable to students and scholars of Renaissance literature because it includes mostly the complete texts of Milton's prose works. Now, in this new and updated edition, Patrides has revised his introduction and his bibliography to reflect advances in Milton scholarship in the past ten years. In addition, the selections have been expanded to include passages from Milton's theological treatise De doctrina Christiana. For sale only in the USA and Philippines.;{Fiction};462;;en;http://books.google.com/books/content?id=9Z14WSJpol4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
360;wqwDAAAAQAAJ;https://www.googleapis.com/books/v1/volumes/wqwDAAAAQAAJ;http://books.google.com/books?id=wqwDAAAAQAAJ&printsec=frontcover&dq=John+Milton&hl=&cd=8&source=gbs_api;The poetical works of John Milton, with the life of the author by S. Johnson;219;John Milton;;1807;;{};;;en;http://books.google.com/books/content?id=wqwDAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
361;ef4QAAAAIAAJ;https://www.googleapis.com/books/v1/volumes/ef4QAAAAIAAJ;http://books.google.com/books?id=ef4QAAAAIAAJ&printsec=frontcover&dq=John+Milton&hl=&cd=9&source=gbs_api;Milton's Familiar Letters;219;John Milton;;1829;;{Poets,English};120;;en;http://books.google.com/books/content?id=ef4QAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
362;pmVx_jMjucEC;https://www.googleapis.com/books/v1/volumes/pmVx_jMjucEC;http://books.google.com/books?id=pmVx_jMjucEC&printsec=frontcover&dq=John+Milton&hl=&cd=10&source=gbs_api;Complete Shorter Poems;219;John Milton;Pearson Education;2007;"This masterly edition contains all of Milton's English poems, with the exception of ""Paradise Lost,"" together with translations and texts of all his Latin, Italian and Greek poems. First published in 1968 - and substantially updated in 1996 - John Carey's edition has, with Alastair Fowler's ""Paradise Lost,"" established itself as the pre-eminent edition of Milton's poetry, both for the student and the general reader. Hailed as 'a very Bible of a Milton', the extensive notes and headnotes serve to illuminate the wealth of Milton's allusions and to synthesize the judgements and disagreements of a bewildering array of modern critics. Each headnote sets out details of composition and context which will deepen any reader's appreciation of the poetry, while also providing a concise overview of the critical and scholarly debates that continue to flame around the work of one of the greatest poets in the English language. Steeped in learning though it undoubtedly is, it is also an unfailing light to those who wish to plot their own path through the dazzling riches of Milton's imagination. John Carey is Emeritus Merton Professor of English Literature at the University of Oxford, and is acknowledged as one of the world's leading Miltonists. He has written extensively on Milton's life and poetry and translated his treatise 'On Christian Doctrine' for the Yale ""Complete Prose Works of John Milton. """;"{""Literary Criticism""}";523;;en;http://books.google.com/books/content?id=pmVx_jMjucEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
363;qBdbAAAAMAAJ;https://www.googleapis.com/books/v1/volumes/qBdbAAAAMAAJ;http://books.google.com/books?id=qBdbAAAAMAAJ&q=John+Milton&dq=John+Milton&hl=&cd=11&source=gbs_api;John Milton;222;Gerald J. Schiffhorst;Continuum International Publishing Group;1990;Reviews Milton's life and times, discusses his major works, and looks at important themes in his poetry;"{""Biography & Autobiography""}";189;;en;http://books.google.com/books/content?id=qBdbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
364;VLSreSV_1_QC;https://www.googleapis.com/books/v1/volumes/VLSreSV_1_QC;http://books.google.com/books?id=VLSreSV_1_QC&printsec=frontcover&dq=John+Milton&hl=&cd=12&source=gbs_api;The Complete Poems of John Milton;219;John Milton;Kessinger Publishing;2004-01-01;Contents: Poems Written at School and at College 1624-1632. Poems Written at Horton. Poems Written During the civil War and the Protectorate. Paradise Lost. Paradise Regained. Milton's Introduction to Samson Agonistes, plus much more.;{Poetry};468;;en;http://books.google.com/books/content?id=VLSreSV_1_QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
365;1UkKRY4Of74C;https://www.googleapis.com/books/v1/volumes/1UkKRY4Of74C;http://books.google.com/books?id=1UkKRY4Of74C&printsec=frontcover&dq=John+Milton&hl=&cd=13&source=gbs_api;Paradise Lost (Kastan Edition);219;John Milton;Hackett Publishing;;A revision of the Prentice Hall edition of 1962.David Scott Kastan preserves the quality and character of Hughes's richly annotated edition in this masterful revision, which includes a thorough updating of the text, notes, and bibliographies to reflect the scholarship of the last half-century. Kastan's new introductory essay engages the pressing questions the poem raises for contemporary readers, focusing on the literary, religious, and political dimensions of Paradise Lost that have made its reading a demanding yet always exhilarating experience.;{};496;5;en;http://books.google.com/books/content?id=1UkKRY4Of74C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
366;Bfq36_VeNv4C;https://www.googleapis.com/books/v1/volumes/Bfq36_VeNv4C;http://books.google.com/books?id=Bfq36_VeNv4C&printsec=frontcover&dq=John+Milton&hl=&cd=14&source=gbs_api;Milton: Political Writings;219;John Milton;Cambridge University Press;1991-02-21;John Milton was not only the greatest English Renaissance poet but also devoted twenty years to prose writing in the advancement of religious, civil and political liberties. The height of his public career was as chief propagandist to the Commonwealth regime which came into being following the execution of King Charles I in 1649. The first of the two complete texts in this volume, The Tenure of Kings and Magistrates, was easily the most radical justification of the regicide at the time. In the second, A Defence of the People of England, Milton undertook to vindicate the Commonwealth's cause to Europe as a whole.This book, first published in 1991, was the first time that fully annotated versions were published together in one volume, and incorporated a new translation of the Defence. The introduction outlines the complexity of the ideological landscape which Milton had to negotiate, and in particular the points at which he departed radically from his sixteenth-century predecessors.;{History};279;;en;http://books.google.com/books/content?id=Bfq36_VeNv4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
367;u-MFca-5PeIC;https://www.googleapis.com/books/v1/volumes/u-MFca-5PeIC;http://books.google.com/books?id=u-MFca-5PeIC&pg=PA1&dq=John+Milton&hl=&cd=15&source=gbs_api;John Milton: A Short Introduction;223;Roy Flannagan;John Wiley & Sons;2008-04-15;In this compelling first volume in the Blackwell Introductions to Literature series, Roy Flannagan, editor of The Milton Quarterly, provides a readable and uncluttered critical account of a complicated and sophisticated author, and his poetry and prose. Puts John Milton under the microscope, using the still-evolving critical perspectives of the last fifty years. Looks at Milton’s life, and the cultural background to his work, as well as examining his writing. Considers how and why Milton’s work has endured the centuries to educate, entertain and intrigue so many generations of readers. Ideal for the reader falling in love with Milton’s poetry and prose, who longs to know more about what people think about the poetry, the man or the historical context.;"{""Literary Criticism""}";144;;en;http://books.google.com/books/content?id=u-MFca-5PeIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
368;qVKh_Q-F1ucC;https://www.googleapis.com/books/v1/volumes/qVKh_Q-F1ucC;http://books.google.com/books?id=qVKh_Q-F1ucC&printsec=frontcover&dq=John+Milton&hl=&cd=16&source=gbs_api;The Life of John Milton;224;Barbara K. Lewalski;John Wiley & Sons;2008-04-15;Providing a close examination of Milton's wide-ranging prose and poetry at each stage of his life, Barbara Lewalski reveals a rather different Milton from that in earlier accounts. Provides a close analysis of each of Milton's prose and poetry works. Reveals how Milton was the first writer to self consciously construct himself as an 'author'. Focuses on the development of Milton's ideas and his art.;"{""Literary Criticism""}";816;;en;http://books.google.com/books/content?id=qVKh_Q-F1ucC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
369;NRlVhCjkwF4C;https://www.googleapis.com/books/v1/volumes/NRlVhCjkwF4C;http://books.google.com/books?id=NRlVhCjkwF4C&pg=PA1&dq=John+Milton&hl=&cd=17&source=gbs_api;John Milton;225;Richard Bradford;Routledge;2013-05-13;There is a crying need for an accessible, comprehensive guide to John Milton for the thousands of students who make their way through his poetry every year on literary survey and seventeenth century literature courses. Where many previous guides have dragged their way through Paradise Lost, Richard Bradford brings Milton to life with an overview of his life, contexts, work and the relationship between these, and of the main critical issues surrounding his work.;"{""Literary Criticism""}";232;;en;http://books.google.com/books/content?id=NRlVhCjkwF4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
370;vDo_AAAAcAAJ;https://www.googleapis.com/books/v1/volumes/vDo_AAAAcAAJ;http://books.google.com/books?id=vDo_AAAAcAAJ&printsec=frontcover&dq=John+Milton&hl=&cd=18&source=gbs_api;The Life of John Milton;226;David Masson;;1859;;{};729;;en;http://books.google.com/books/content?id=vDo_AAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
371;jcEeBgAAQBAJ;https://www.googleapis.com/books/v1/volumes/jcEeBgAAQBAJ;http://books.google.com/books?id=jcEeBgAAQBAJ&pg=PA295&dq=John+Milton&hl=&cd=19&source=gbs_api;John Milton;227;John T. Shawcross;University Press of Kentucky;2015-01-13;"The facts of John Milton's life are well documented, but what of the person Milton -- the man whose poetic and prose works have been deeply influential and are still the subject of opposing readings? John Shawcross's ""different"" biography depicts the man against a psychological backdrop that brings into relief who he was -- in his works and from his works. While the theories of Freud, Lacan, Kohut, and others underlie this pursuit of Milton's ""self,"" Jung and some of his followers provide the basic understanding by which Shawcross places Milton in the panorama of history. His explorations of the psychological underpinnings of Milton's decision to become a poet, of the homoerotic dimensions of his personality, and of his relationships with father and mother demonstrate the extent to which psychobiography proves itself invaluable as a means to appreciate this complex writer and his complex writings. This biography combines the traditional chronological narrative with a technique akin to that of fiction, ""a mixture of times and a triggering of remembrances from various time frames without time differentiations."" Such an approach offers a view of Milton ""not only in being but in process of being."" Shawcross's examination of two current concerns, gender attitudes and political ideologies, ranges Milton's work against the self he exhibits. Specialists and nonspecialists alike will find in this magisterial biography a wealth of new insight into one of the greatest of English poets.";"{""Literary Criticism""}";368;;en;http://books.google.com/books/content?id=jcEeBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
372;Q0xkC5CEhHQC;https://www.googleapis.com/books/v1/volumes/Q0xkC5CEhHQC;http://books.google.com/books?id=Q0xkC5CEhHQC&printsec=frontcover&dq=John+Milton&hl=&cd=20&source=gbs_api;The Major Works;219;John Milton;Oxford University Press, USA;2003;This authoritative edition was originally published in the acclaimed Oxford Authors series under the general editorship of Frank Kermode. It brings together a unique combination of Milton's poetry and prose - all the English verse together with a generous selection from the major prose writings - to give the essence of his work and thinking. Milton's influence on English poetry and criticism has been incalculable, and this edition covers the full range of his poetic and political output. It includes Paradise Lost, Paradise Regained, and Samson Agonistes as well as major prose works such as Areopagitica and The Tenure of Kings and Magistrates. As well as all the English and Italian verse, the volume includes most of the Latin and Greek verse in parallel translation. Spelling has been modernized, and the poems are arranged in order of publication, essential to an understanding of the progress of Milton's career in relation to the political and religious upheavals of his time. The extensive notes cover syntax, vocabulary, historical context, and biblical and classical allusions. The introduction traces both Milton's changing conception of his own vocation, and the critical reception his work has received over the past four centuries.;"{""Literary Criticism""}";966;;en;http://books.google.com/books/content?id=Q0xkC5CEhHQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
373;6LKAaxly2lgC;https://www.googleapis.com/books/v1/volumes/6LKAaxly2lgC;http://books.google.com/books?id=6LKAaxly2lgC&printsec=frontcover&dq=John+Milton&hl=&cd=21&source=gbs_api;The Works of John Milton;219;John Milton;Wordsworth Editions;1994-01-01;poetry & poets.;{Poetry};486;;en;http://books.google.com/books/content?id=6LKAaxly2lgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
374;XIUgNn7xvQoC;https://www.googleapis.com/books/v1/volumes/XIUgNn7xvQoC;http://books.google.com/books?id=XIUgNn7xvQoC&printsec=frontcover&dq=John+Milton&hl=&cd=22&source=gbs_api;George Eliot's Dialogue with John Milton;228;Anna K. Nardo;University of Missouri Press;2003;"""In George Eliot's Dialogue with John Milton, Anna K. Nardo details how Eliot reimagined Milton's life and art to write epic novels for an age of unbelief. Nardo demonstrates that Eliot directly engaged Milton's poetry, prose, and the well-known legends of his life - transposing, reframing, regendering, and thus testing both the stories told about Milton and the stories Milton told.""--BOOK JACKET.";"{""Literary Criticism""}";278;;en;http://books.google.com/books/content?id=XIUgNn7xvQoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
375;peYUAAAAQAAJ;https://www.googleapis.com/books/v1/volumes/peYUAAAAQAAJ;http://books.google.com/books?id=peYUAAAAQAAJ&printsec=frontcover&dq=John+Milton&hl=&cd=23&source=gbs_api;The Prose Works of John Milton;219;John Milton;;1848;;{};548;;en;http://books.google.com/books/content?id=peYUAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
376;MR5bAAAAMAAJ;https://www.googleapis.com/books/v1/volumes/MR5bAAAAMAAJ;http://books.google.com/books?id=MR5bAAAAMAAJ&q=John+Milton&dq=John+Milton&hl=&cd=24&source=gbs_api;John Milton;229;David M. Miller;Twayne Publishers;1978;Regarding Milton as a visionary and truth-seeker, the author explores his spiritual and secular influences and the literary evolution of his delineation of the dilemma of humanity, concentrating especially upon Paradise Lost;{Poetry};199;;en;http://books.google.com/books/content?id=MR5bAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
377;EBk6AAAAcAAJ;https://www.googleapis.com/books/v1/volumes/EBk6AAAAcAAJ;http://books.google.com/books?id=EBk6AAAAcAAJ&printsec=frontcover&dq=John+Milton&hl=&cd=25&source=gbs_api;The Life of John Milton;230;John Toland;;1699;;{};164;;en;http://books.google.com/books/content?id=EBk6AAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
400;-5oxAQAAMAAJ;https://www.googleapis.com/books/v1/volumes/-5oxAQAAMAAJ;http://books.google.com/books?id=-5oxAQAAMAAJ&printsec=frontcover&dq=Daniel+Defoe&hl=&cd=8&source=gbs_api;An Essay Upon Projects;236;Daniel Defoe;;1697;;{Economics};336;;en;http://books.google.com/books/content?id=-5oxAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
378;qfpuHObxYxQC;https://www.googleapis.com/books/v1/volumes/qfpuHObxYxQC;http://books.google.com/books?id=qfpuHObxYxQC&printsec=frontcover&dq=John+Milton&hl=&cd=26&source=gbs_api;A Reader's Guide to John Milton;231;Marjorie Hope Nicolson;Syracuse University Press;1963;An examination of John Milton's work, beginning with the famous Minor Poems, L'Allegro, Il Penscroso, Comus (and Arcades), and Lycides. It explores Milton's middle years, when he was diverted from poetry to become Latin Secretary under Oliver Cromwell.;"{""Literary Criticism""}";385;;en;http://books.google.com/books/content?id=qfpuHObxYxQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
379;I3P-vTBvZIgC;https://www.googleapis.com/books/v1/volumes/I3P-vTBvZIgC;http://books.google.com/books?id=I3P-vTBvZIgC&pg=PA236&dq=John+Milton&hl=&cd=27&source=gbs_api;John Milton Complete Shorter Poems;219;John Milton;John Wiley & Sons;2009-05-18;An important and innovative edition of Milton′s shorter verse & the first volume to present the poems with the original spelling and pronunciations intact, offering readers the opportunity to experience the vitality of the poems as they were experienced by Milton′s contemporaries: Includes Milton′s original Latin poems, with a new English translation on facing pages for cross–comparison Serves as a companion to Lewalski′s Paradise Lost and Loewenstein′s prose selections of Milton Features both collected and uncollected poetry in English, Latin, and Greek, the latter two with translations Retains original spelling and punctuation of Milton′s 1645 Poems and his 1671 Paradise Regained and Sampson Agonistes Offers readers comprehensive footnotes, marginal glosses, chronology, bibliography, and longer discussions in introductions to sections;"{""Language Arts & Disciplines""}";576;;en;http://books.google.com/books/content?id=I3P-vTBvZIgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
380;MmGyAO5mJ8AC;https://www.googleapis.com/books/v1/volumes/MmGyAO5mJ8AC;http://books.google.com/books?id=MmGyAO5mJ8AC&printsec=frontcover&dq=John+Milton&hl=&cd=28&source=gbs_api;John Milton, Radical Politics, and Biblical Republicanism;232;Walter S. H. Lim;University of Delaware Press;2006;"In analyzing how Milton reads and appropriates different biblical texts to give shape to his republican vision, this book also assesses his significance to the development of early modern English political thought, his conception of the English nation, and finally, his response to pressures exerted by a secular modernity grounded on international commercial activities.""--Jacket.";"{""Literary Collections""}";305;;en;http://books.google.com/books/content?id=MmGyAO5mJ8AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
381;jSU4m9GmL_EC;https://www.googleapis.com/books/v1/volumes/jSU4m9GmL_EC;http://books.google.com/books?id=jSU4m9GmL_EC&pg=PA1&dq=John+Milton&hl=&cd=29&source=gbs_api;John Milton's last thoughts on the Trinity;219;John Milton;;1828;;{Trinity};96;5;en;http://books.google.com/books/content?id=jSU4m9GmL_EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
382;66wDAAAAQAAJ;https://www.googleapis.com/books/v1/volumes/66wDAAAAQAAJ;http://books.google.com/books?id=66wDAAAAQAAJ&printsec=frontcover&dq=John+Milton&hl=&cd=30&source=gbs_api;"The poetical works of John Milton; to which is prefixed the life of the author";219;John Milton;;1825;;{};501;;en;http://books.google.com/books/content?id=66wDAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
383;nejQAAAAMAAJ;https://www.googleapis.com/books/v1/volumes/nejQAAAAMAAJ;http://books.google.com/books?id=nejQAAAAMAAJ&printsec=frontcover&dq=John+Milton&hl=&cd=31&source=gbs_api;Areopagitica;219;John Milton;;1644;;"{""Freedom of the press""}";40;;en;http://books.google.com/books/content?id=nejQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
384;wtUbg-LxrT4C;https://www.googleapis.com/books/v1/volumes/wtUbg-LxrT4C;http://books.google.com/books?id=wtUbg-LxrT4C&pg=PR19&dq=John+Milton&hl=&cd=32&source=gbs_api;The poetical works of John Milton;219;John Milton;;1834;;{};;5;en;http://books.google.com/books/content?id=wtUbg-LxrT4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
385;a3oOAAAAQAAJ;https://www.googleapis.com/books/v1/volumes/a3oOAAAAQAAJ;http://books.google.com/books?id=a3oOAAAAQAAJ&printsec=frontcover&dq=John+Milton&hl=&cd=33&source=gbs_api;Le paradis perdu;219;John Milton;;1837;;{};495;;en;http://books.google.com/books/content?id=a3oOAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
386;awp--Z74HuYC;https://www.googleapis.com/books/v1/volumes/awp--Z74HuYC;http://books.google.com/books?id=awp--Z74HuYC&pg=PA83&dq=John+Milton&hl=&cd=34&source=gbs_api;John Milton: 1732-1801;227;John T. Shawcross;Psychology Press;1995;The Critical Heritage gathers together a large body of critical sources on major figures in literature. Each volume presents contemporary responses to a writer's work, enabling students and researchers to read for themselves, for example, comments on early performances of Shakespeare's plays, or reactions to the first publication of Jane Austen's novels. The carefully selected sources range from landmark essays in the history of criticism to journalism and contemporary opinion, and little published documentary material such as letters and diaries. Significant pieces of criticism from later periods are also included, in order to demonstrate the fluctuations in an author's reputation. Each volume contains an introduction to the writer's published works, a selected bibliography, and an index of works, authors and subjects. The Collected Critical Heritage set will be available as a set of 68 volumes and the series will also be available in mini sets selected by period (in slipcase boxes) and as individual volumes.;{Reference};452;;en;http://books.google.com/books/content?id=awp--Z74HuYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
387;EjdEvxjYOVkC;https://www.googleapis.com/books/v1/volumes/EjdEvxjYOVkC;http://books.google.com/books?id=EjdEvxjYOVkC&pg=PA211&dq=John+Milton&hl=&cd=35&source=gbs_api;John Milton: Paradise regained and Samson Agonistes;233;John Martin Evans;Taylor & Francis;2003;First published in 2003. Routledge is an imprint of Taylor & Francis, an informa company.;"{""Literary Collections""}";354;;en;http://books.google.com/books/content?id=EjdEvxjYOVkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
401;XBwlAAAAMAAJ;https://www.googleapis.com/books/v1/volumes/XBwlAAAAMAAJ;http://books.google.com/books?id=XBwlAAAAMAAJ&printsec=frontcover&dq=Daniel+Defoe&hl=&cd=9&source=gbs_api;The Adventures of Robinson Crusoe;236;Daniel Defoe;;1862;;{Castaways};384;3;en;http://books.google.com/books/content?id=XBwlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
402;dGs3AAAAIAAJ;https://www.googleapis.com/books/v1/volumes/dGs3AAAAIAAJ;http://books.google.com/books?id=dGs3AAAAIAAJ&pg=PR8&dq=Daniel+Defoe&hl=&cd=10&source=gbs_api;Selected Writings of Daniel Defoe;236;Daniel Defoe;CUP Archive;1975-05-08;A insightful selection of Daniel Defoe's voluminous writings, which have often been neglected in favour of his more famous novels.;"{""Literary Collections""}";300;;en;http://books.google.com/books/content?id=dGs3AAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
388;H-Zv1ZN113AC;https://www.googleapis.com/books/v1/volumes/H-Zv1ZN113AC;http://books.google.com/books?id=H-Zv1ZN113AC&printsec=frontcover&dq=John+Milton&hl=&cd=36&source=gbs_api;The Complete Poems of John Milton;219;John Milton;Cosimo, Inc.;2010-01-01;"Originally published between 1909 and 1917 under the name ""Harvard Classics,"" this stupendous 51-volume set-a collection of the greatest writings from literature, philosophy, history, and mythology-was assembled by American academic CHARLES WILLIAM ELIOT (1834-1926), Harvard University's longest-serving president. Also known as ""Dr. Eliot's Five Foot Shelf,"" it represented Eliot's belief that a basic liberal education could be gleaned by reading from an anthology of works that could fit on five feet of bookshelf. Volume IV features all the verse written in the English language by English poet JOHN MILTON (1608-1674), including the essential Paradise Lost and Paradise Regained, plus ""Song on May Morning,"" ""Sonnet to the Nightingale,"" ""The Passion,"" ""To a Virtuous Young Lady,"" and others.";{Poetry};470;;en;http://books.google.com/books/content?id=H-Zv1ZN113AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
389;-6l-3NCzqz0C;https://www.googleapis.com/books/v1/volumes/-6l-3NCzqz0C;http://books.google.com/books?id=-6l-3NCzqz0C&pg=PA182&dq=John+Milton&hl=&cd=37&source=gbs_api;John Milton;234;Kristin A. Pruitt;Associated University Presse;2008;"These ten essays, originally presented at the 2005 Conference on John Milton, sponsored by Middle Tennessee State University in Murfreesboro, Tennessee, were selected for inclusion in this collection on the basis of merit rather than theme, focus, or critical approach. Nonetheless, they all suggest, albeit from disparate perspectives, ways in which careful attention to Milton's language, to his ""reasoning words,"" can offer a colorful palette of choices for the contemporary reader.";"{""Literary Criticism""}";213;;en;http://books.google.com/books/content?id=-6l-3NCzqz0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
390;K0m796QGDqwC;https://www.googleapis.com/books/v1/volumes/K0m796QGDqwC;http://books.google.com/books?id=K0m796QGDqwC&pg=PA248&dq=John+Milton&hl=&cd=38&source=gbs_api;John Milton: 1628-1731;227;John T. Shawcross;Psychology Press;1995;First published in 1995. Routledge is an imprint of Taylor & Francis, an informa company.;{Reference};288;;en;http://books.google.com/books/content?id=K0m796QGDqwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
391;ISVWAAAAYAAJ;https://www.googleapis.com/books/v1/volumes/ISVWAAAAYAAJ;http://books.google.com/books?id=ISVWAAAAYAAJ&printsec=frontcover&dq=John+Milton&hl=&cd=39&source=gbs_api;A complete collection of the historical, political, and miscellaneous works of John Milton;219;John Milton;;1738;;"{""Family & Relationships""}";;;en;http://books.google.com/books/content?id=ISVWAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
392;0G1NRiauZNUC;https://www.googleapis.com/books/v1/volumes/0G1NRiauZNUC;http://books.google.com/books?id=0G1NRiauZNUC&printsec=frontcover&dq=John+Milton&hl=&cd=40&source=gbs_api;Life of John Milton;235;Richard Garnett;SEVERUS Verlag;2012;"John Milton (1604-1674) is regarded as one of England's greatest poets of all time. Today he is best remembered for his epic poems ""Paradise Lost"" and ""Paradise Regained."" He lived in a time of political upheaval, witnessed the Civil War, the execution of Charles I, and the Restoration of the monarchy. The later event deprived the blind publicist of all his publicity, but gave him the opportunity to complete his most famous works. The life of John Milton mirrors the tense times of England during the Commonwealth and is essential in gaining an understanding of this precarious period.";{Poets,English};248;;en;http://books.google.com/books/content?id=0G1NRiauZNUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
393;FVElhyB8VyUC;https://www.googleapis.com/books/v1/volumes/FVElhyB8VyUC;http://books.google.com/books?id=FVElhyB8VyUC&printsec=frontcover&dq=Daniel+Defoe&hl=&cd=1&source=gbs_api;The works of Daniel De Foe [ed.] by W. Hazlitt;236;Daniel Defoe;;1843;;{};;;en;http://books.google.com/books/content?id=FVElhyB8VyUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
394;gukfHQAACAAJ;https://www.googleapis.com/books/v1/volumes/gukfHQAACAAJ;http://books.google.com/books?id=gukfHQAACAAJ&dq=Daniel+Defoe&hl=&cd=2&source=gbs_api;Robinson Kruzo;236;Daniel Defoe;;2003;;{};;;en;
395;j9x8AlKeGGEC;https://www.googleapis.com/books/v1/volumes/j9x8AlKeGGEC;http://books.google.com/books?id=j9x8AlKeGGEC&printsec=frontcover&dq=Daniel+Defoe&hl=&cd=3&source=gbs_api;Daniel Defoe;237;Paula R. Backscheider;Taylor & Francis;1992-08-01;Traces the life of the eighteenth century British writer, describes his involvement in business and spying, and reexamines his major writings;"{""Biography & Autobiography""}";688;;en;http://books.google.com/books/content?id=j9x8AlKeGGEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
